2021-03-17 11:46:41.231683,mqtt,2,12,12.0
2021-03-17 11:46:41.341618,mqtt,3,12,12.0
2021-03-17 11:46:41.452449,mqtt,4,11,11.666666666666666
2021-03-17 11:46:41.562611,mqtt,5,11,11.5
2021-03-17 11:46:41.671559,mqtt,6,11,11.4
2021-03-17 11:46:41.780413,mqtt,7,10,11.166666666666666
2021-03-17 11:46:41.891818,mqtt,8,12,11.285714285714286
2021-03-17 11:46:42.002011,mqtt,9,11,11.25
2021-03-17 11:46:42.112024,mqtt,10,11,11.222222222222221
2021-03-17 11:46:42.221209,mqtt,11,10,11.1
2021-03-17 11:46:42.331474,mqtt,12,11,11.090909090909092
2021-03-17 11:46:42.441369,mqtt,13,11,11.083333333333334
2021-03-17 11:46:42.550525,mqtt,14,12,11.153846153846153
2021-03-17 11:46:42.660947,mqtt,15,11,11.142857142857142
2021-03-17 11:46:42.770767,mqtt,16,11,11.133333333333333
2021-03-17 11:46:42.880898,mqtt,17,12,11.1875
2021-03-17 11:46:42.990154,mqtt,18,11,11.176470588235293
2021-03-17 11:46:43.099685,mqtt,19,12,11.222222222222221
2021-03-17 11:46:43.209978,mqtt,20,11,11.210526315789474
2021-03-17 11:46:43.318791,mqtt,21,11,11.2
2021-03-17 11:46:43.428243,mqtt,22,11,11.19047619047619
2021-03-17 11:46:43.537555,mqtt,23,12,11.227272727272727
2021-03-17 11:46:43.647476,mqtt,24,11,11.217391304347826
2021-03-17 11:46:43.754745,mqtt,25,9,11.125
2021-03-17 11:46:43.863498,mqtt,26,10,11.08
2021-03-17 11:46:43.973075,mqtt,27,11,11.076923076923077
2021-03-17 11:46:44.083236,mqtt,28,11,11.074074074074074
2021-03-17 11:46:44.193712,mqtt,29,12,11.107142857142858
2021-03-17 11:46:44.302625,mqtt,30,11,11.10344827586207
2021-03-17 11:46:44.411162,mqtt,31,10,11.066666666666666
2021-03-17 11:46:44.520312,mqtt,32,10,11.03225806451613
2021-03-17 11:46:44.629630,mqtt,33,11,11.03125
2021-03-17 11:46:44.739102,mqtt,34,11,11.030303030303031
2021-03-17 11:46:44.850067,mqtt,35,12,11.058823529411764
2021-03-17 11:46:44.959688,mqtt,36,12,11.085714285714285
2021-03-17 11:46:45.069979,mqtt,37,12,11.11111111111111
2021-03-17 11:46:45.179209,mqtt,38,11,11.108108108108109
2021-03-17 11:46:45.288326,mqtt,39,10,11.078947368421053
2021-03-17 11:46:45.398483,mqtt,40,11,11.076923076923077
2021-03-17 11:46:45.509254,mqtt,41,11,11.075
2021-03-17 11:46:45.618262,mqtt,42,11,11.073170731707316
2021-03-17 11:46:45.728412,mqtt,43,11,11.071428571428571
2021-03-17 11:46:45.838740,mqtt,44,12,11.093023255813954
