2021-09-01 12:20:28.049624,orion,221,14,14.0
2021-09-01 12:20:29.055733,orion,222,14,14.0
2021-09-01 12:20:30.061629,orion,223,13,13.666666666666666
2021-09-01 12:20:31.071252,orion,224,16,14.25
2021-09-01 12:20:32.074748,orion,225,13,14.0
2021-09-01 12:20:33.081966,orion,226,13,13.833333333333334
2021-09-01 12:20:34.088068,orion,227,13,13.714285714285714
2021-09-01 12:20:35.094630,orion,228,14,13.75
2021-09-01 12:20:36.100739,orion,229,14,13.777777777777779
2021-09-01 12:20:37.107042,orion,230,13,13.7
2021-09-01 12:20:38.112883,orion,231,13,13.636363636363637
2021-09-01 12:20:39.119663,orion,232,13,13.583333333333334
2021-09-01 12:20:40.125891,orion,233,13,13.538461538461538
2021-09-01 12:20:41.132433,orion,234,13,13.5
2021-09-01 12:20:42.145355,orion,235,20,13.933333333333334
2021-09-01 12:20:43.152580,orion,236,13,13.875
2021-09-01 12:20:44.160255,orion,237,14,13.882352941176471
2021-09-01 12:20:45.165629,orion,238,13,13.833333333333334
2021-09-01 12:20:46.175252,orion,239,16,13.947368421052632
2021-09-01 12:20:47.176918,orion,240,12,13.85
